source_id,ra,dec,classification,phot_variable_fundam_freq1,mean,peak_to_peak_g,r21_g,phi21_g,num_harmonics_for_p1
4.66051E+18,79.52242632,-65.94773413,CEP,0.338226323,15.65100497,0.854961357,0.464649333,4.236001073,5
4.66052E+18,79.50988695,-65.85958738,CEP,0.858710357,16.35457134,0.358957567,0.18023412,4.10534754,3
4.66052E+18,79.48552787,-65.85393608,CEP,0.10885347,16.92826472,0.219951473,0.15715652,6.997668239,3
4.66052E+18,79.29783297,-65.86761729,CEP,0.534542132,15.71524868,0.234594745,0.159060035,4.530560451,2
4.66052E+18,81.54988984,-66.4181773,CEP,0.238347668,14.78279994,0.311346522,0.199521021,3.76030274,4
4.66053E+18,81.35877486,-66.26459654,CEP,0.195791411,15.12838668,0.627785142,0.389259384,4.538372979,4
4.66053E+18,81.33103361,-66.21223307,CEP,0.345924853,15.11638096,0.198065297,0.057480401,3.677300177,2
4.66053E+18,81.55360765,-66.15907233,CEP,0.481693417,16.82022823,0.32721159,0.163784425,4.526134539,2
4.66053E+18,81.6650877,-66.10514112,CEP,0.389466384,15.45916451,0.293844064,0.056271861,4.444903152,2
4.66053E+18,81.47440688,-66.10648931,CEP,0.244925189,15.7489891,0.502307618,0.437220089,4.438642917,4
4.66053E+18,81.51645291,-66.04356388,CEP,0.149356887,14.76890929,0.803808306,0.36777035,4.731666737,7
4.66054E+18,81.27665766,-66.12737031,CEP,0.530302356,15.91224404,0.356814672,0.198738413,4.63992434,3
4.66054E+18,81.20146389,-66.01334474,CEP,0.247431298,15.63761602,0.771620384,0.506145522,4.420254586,6
4.66054E+18,81.24185702,-65.97032476,CEP,0.456470807,15.6859635,0.34939874,0.132742716,4.630246641,2
4.66054E+18,80.68322599,-66.16177329,CEP,0.388718356,15.33215239,0.320130945,0.086499626,4.147159567,2
4.66054E+18,80.64423267,-66.16196213,CEP,0.233835857,15.41789057,0.74120098,0.461601351,4.40136342,4
4.66055E+18,80.39200977,-66.07697332,CEP,0.272130185,15.57068889,0.784751013,0.452283211,4.276257873,5
4.66055E+18,80.38515915,-66.08052506,CEP,0.227414346,15.46526099,0.413966656,0.3727974,4.452404913,3
4.66055E+18,80.52674021,-65.98370104,CEP,0.553538297,15.83052097,0.354586054,0.139778685,4.61781071,2
4.66055E+18,80.54032076,-65.95226328,CEP,0.230603832,15.38703007,0.610834177,0.43215407,4.420834615,5
4.66055E+18,80.94045943,-65.9071261,CEP,0.425794284,15.36293143,0.258362462,0.076609301,4.391274344,2
4.66055E+18,80.61358763,-65.94934247,CEP,0.310368367,15.67295326,0.801817213,0.480444648,4.286952884,4
4.66056E+18,81.33019584,-65.95781108,CEP,0.511309338,15.80910196,0.355726178,0.156612774,4.743062331,2
4.66057E+18,81.60616888,-65.79158137,CEP,0.468131772,15.85852976,0.240773244,0.105913241,4.876143459,2
4.66059E+18,81.05922445,-65.55317306,CEP,0.215726679,15.12724948,0.701511634,0.438081685,4.322813206,4
4.66059E+18,80.10083912,-65.94379995,CEP,0.197292905,15.01616573,0.823629802,0.454938907,4.479381099,5
4.66059E+18,80.23721099,-65.91111611,CEP,0.682282542,15.90098016,0.431804409,0.216943212,4.227084738,3
4.6606E+18,80.16653914,-65.90619828,CEP,0.836611808,17.48630557,1.366291637,0.530602295,4.218200982,6
4.66061E+18,79.480579,-65.73830956,CEP,1.185862516,17.03757175,0.243751913,0.190343956,3.499629005,3
4.66062E+18,79.63136222,-65.44550313,CEP,0.272717158,15.3046392,0.242343425,0.311509865,4.280121348,3
4.66062E+18,79.45838656,-65.59460727,CEP,0.472043984,15.52851742,0.360098994,0.143730209,4.314751775,2
4.66062E+18,79.48569419,-65.54873455,CEP,0.29812871,15.7758011,0.481471801,0.375851027,4.318759184,3
4.66062E+18,79.37820121,-65.4888352,CEP,1.07334185,18.05053808,0.610363038,0.369224604,3.946240897,6
4.66063E+18,80.24808944,-65.4597612,CEP,0.290372023,15.74894832,0.475154267,0.40077451,4.387067319,4
4.66063E+18,80.10336919,-65.4076299,CEP,0.325472905,15.72044822,0.834645654,0.501566472,4.343736955,3
4.66064E+18,79.9352517,-65.41766878,CEP,0.337685816,15.84840294,0.615306014,0.432105975,4.297322876,5
